PaymentType,SystemType,ChannelType,MonthYear,M_Value,MeasureName,TransType
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2011,8905.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2011,1453.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2011,865.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2011,17990.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2011,9382.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2011,2129.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2011,24276.0,volume_k,Transactions processed
e-Payments,e-Money,,SEP 2011,32146.0,volume_k,Transactions processed
Cheque,Inhouse,,OCT 2011,3148.0,volume_k,Transactions processed
Cheque,Interbank,,OCT 2011,5645.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2011,208.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2011,13381.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2011,6926.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2011,1938.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2011,8710.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2011,1445.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2011,839.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2011,17346.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2011,9356.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2011,2175.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2011,24859.0,volume_k,Transactions processed
e-Payments,e-Money,,OCT 2011,32099.0,volume_k,Transactions processed
Cheque,Inhouse,,NOV 2011,3088.0,volume_k,Transactions processed
Cheque,Interbank,,NOV 2011,5226.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2011,210.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2011,14340.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2011,6648.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2011,2188.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,NOV 2011,8056.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,NOV 2011,1392.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,NOV 2011,849.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,NOV 2011,16042.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,NOV 2011,8837.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,NOV 2011,1925.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,NOV 2011,21738.0,volume_k,Transactions processed
e-Payments,e-Money,,NOV 2011,28177.0,volume_k,Transactions processed
Cheque,Inhouse,,DEC 2011,3336.0,volume_k,Transactions processed
Cheque,Interbank,,DEC 2011,5822.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,DEC 2011,217.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,DEC 2011,15961.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,DEC 2011,6916.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),DEC 2011,2338.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,DEC 2011,8946.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,DEC 2011,1575.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,DEC 2011,865.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,DEC 2011,18602.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,DEC 2011,9956.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,DEC 2011,2483.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,DEC 2011,26783.0,volume_k,Transactions processed
e-Payments,e-Money,,DEC 2011,31548.0,volume_k,Transactions processed
Cheque,Inhouse,,JAN 2012,3279.0,volume_k,Transactions processed
Cheque,Interbank,,JAN 2012,5808.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2012,208.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2012,15097.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2012,7067.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2012,2221.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2012,8974.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2012,1529.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2012,842.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2012,16233.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2012,10749.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2012,2389.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JAN 2012,27575.0,volume_k,Transactions processed
e-Payments,e-Money,,JAN 2012,33422.0,volume_k,Transactions processed
Cheque,Inhouse,,FEB 2012,3911.0,volume_k,Transactions processed
Cheque,Interbank,,FEB 2012,6138.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,FEB 2012,221.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,FEB 2012,15863.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,FEB 2012,7195.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),FEB 2012,2252.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,FEB 2012,9167.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,FEB 2012,1624.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,FEB 2012,861.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,FEB 2012,19627.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,FEB 2012,11210.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,FEB 2012,2331.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,FEB 2012,25416.0,volume_k,Transactions processed
e-Payments,e-Money,,FEB 2012,33417.0,volume_k,Transactions processed
Cheque,Inhouse,,MAR 2012,5361.0,volume_k,Transactions processed
Cheque,Interbank,,MAR 2012,6466.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAR 2012,236.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAR 2012,16718.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAR 2012,7682.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAR 2012,2603.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAR 2012,9318.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAR 2012,1766.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAR 2012,858.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAR 2012,20735.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAR 2012,12069.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAR 2012,2517.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAR 2012,27021.0,volume_k,Transactions processed
e-Payments,e-Money,,MAR 2012,37800.0,volume_k,Transactions processed
Cheque,Inhouse,,APR 2012,4129.0,volume_k,Transactions processed
Cheque,Interbank,,APR 2012,6178.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,APR 2012,207.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,APR 2012,15897.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,APR 2012,7338.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),APR 2012,2767.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,APR 2012,8667.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,APR 2012,1608.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,APR 2012,763.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,APR 2012,18609.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2012,11088.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,APR 2012,2491.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,APR 2012,27444.0,volume_k,Transactions processed
e-Payments,e-Money,,APR 2012,37168.0,volume_k,Transactions processed
Cheque,Inhouse,,MAY 2012,4217.0,volume_k,Transactions processed
Cheque,Interbank,,MAY 2012,6750.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2012,240.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2012,16295.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2012,7198.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2012,3104.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2012,9647.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2012,1845.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2012,881.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2012,20331.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2012,12274.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2012,2583.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2012,27475.0,volume_k,Transactions processed
e-Payments,e-Money,,MAY 2012,39876.0,volume_k,Transactions processed
Cheque,Inhouse,,JUN 2012,3803.0,volume_k,Transactions processed
Cheque,Interbank,,JUN 2012,5864.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2012,227.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2012,16261.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2012,7233.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2012,2355.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2012,9501.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2012,1890.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2012,834.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2012,20434.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2012,12416.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2012,2523.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2012,26138.0,volume_k,Transactions processed
e-Payments,e-Money,,JUN 2012,41109.0,volume_k,Transactions processed
Cheque,Inhouse,,JUL 2012,4200.0,volume_k,Transactions processed
Cheque,Interbank,,JUL 2012,6775.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2012,239.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2012,16201.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2012,7876.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2012,2471.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2012,10599.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2012,2000.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2012,902.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2012,21030.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2012,12524.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2012,2786.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2012,28536.0,volume_k,Transactions processed
e-Payments,e-Money,,JUL 2012,43825.0,volume_k,Transactions processed
Cheque,Inhouse,,AUG 2012,4013.0,volume_k,Transactions processed
Cheque,Interbank,,AUG 2012,6248.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2012,238.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2012,16975.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2012,7515.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2012,2643.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2012,10183.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2012,2024.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2012,858.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2012,20840.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2012,12801.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2012,2715.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2012,28004.0,volume_k,Transactions processed
e-Payments,e-Money,,AUG 2012,48731.0,volume_k,Transactions processed
Cheque,Inhouse,,SEP 2012,3944.0,volume_k,Transactions processed
Cheque,Interbank,,SEP 2012,5719.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,SEP 2012,227.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,SEP 2012,17400.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,SEP 2012,7530.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),SEP 2012,2973.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2012,9599.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2012,2078.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2012,815.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2012,20773.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2012,12796.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2012,2650.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2012,26225.0,volume_k,Transactions processed
e-Payments,e-Money,,SEP 2012,48858.0,volume_k,Transactions processed
Cheque,Inhouse,,OCT 2012,4282.0,volume_k,Transactions processed
Cheque,Interbank,,OCT 2012,6903.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2012,249.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2012,16032.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2012,7593.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2012,2490.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2012,11033.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2012,2218.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2012,919.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2012,21273.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2012,13683.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2012,2895.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2012,29589.0,volume_k,Transactions processed
e-Payments,e-Money,,OCT 2012,49979.0,volume_k,Transactions processed
Cheque,Inhouse,,NOV 2012,3850.0,volume_k,Transactions processed
Cheque,Interbank,,NOV 2012,6194.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2012,242.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2012,16438.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2012,7266.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2012,2532.0,volume_k,Transactions processed
